gene	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	r_x_X	r_n_N	r_nns_Nns	r_ns_Ns	r_nnc_Nnc	r_nsnc_Nsnc
ISCA2	73901	22378	0	0	0	0	50	7	3240321	2.160280e-06	0	0	0	NaN	0
ISCU	71556	18693	0	0	0	0	50	3	2998786	1.000405e-06	0	0	0	NaN	0
ISG15	76246	25058	0	0	1	0	6	2	256677	7.791894e-06	9.871279e-06	0	3.990741e-05	NaN	3.990741e-05
ISG20	85358	26800	0	0	0	0	50	2	4227231	4.731229e-07	0	0	0	NaN	0
ISG20L2	166763	48307	0	0	0	0	50	5	3736121	1.338286e-06	0	0	0	NaN	0
ISL1	169912	45158	0	0	0	0	50	8	3317036	2.411792e-06	0	0	0	NaN	0
ISL2	171654	49848	0	0	0	0	50	3	3607012	8.317133e-07	0	0	0	NaN	0
ISLR	194501	64990	0	0	0	0	50	11	4365988	2.519476e-06	0	0	0	NaN	0
ISLR2	333392	117250	0	1	0	0	50	5	4473925	1.117587e-06	2.219056e-06	2.999472e-06	0	NaN	0
ISM1	223512	61305	0	0	0	0	50	5	4112393	1.215837e-06	0	0	0	NaN	0
ISM2	279926	70216	0	0	0	0	50	13	4166596	3.120053e-06	0	0	0	NaN	0
ISOC1	140432	43483	0	0	1	0	15	2	893445	2.238526e-06	5.437294e-06	0	2.299749e-05	NaN	2.299749e-05
ISOC2	103515	34371	0	0	0	0	50	0	2964482	0	0	0	0	NaN	0
ISPD	219090	60702	0	0	0	0	29	6	2317128	2.589412e-06	0	0	0	NaN	0
ISX	115642	35108	0	0	0	0	50	9	3584165	2.511045e-06	0	0	0	NaN	0
ISY1	144787	35711	0	0	0	0	50	6	3899333	1.538725e-06	0	0	0	NaN	0
ISYNA1	262104	83013	0	1	0	0	50	5	4787284	1.044434e-06	2.897568e-06	3.815279e-06	0	NaN	0
ITCH	430810	108071	0	2	0	0	50	3	3147861	9.530281e-07	3.711395e-06	4.642418e-06	0	NaN	0
ITFG1	303711	79998	0	0	0	0	50	9	2703182	3.329410e-06	0	0	0	NaN	0
ITFG2	217415	61573	0	0	0	0	50	4	3105986	1.287836e-06	0	0	0	NaN	0
ITFG3	262707	79596	0	0	0	0	50	5	3924391	1.274083e-06	0	0	0	NaN	0
ITGA1	579215	155239	0	1	0	0	50	5	4128942	1.210964e-06	1.361556e-06	1.726475e-06	0	NaN	0
ITGA10	556904	171118	0	0	0	0	50	0	4351449	0	0	0	0	NaN	0
ITGA11	580823	159862	0	0	0	0	50	2	4639750	4.310577e-07	0	0	0	NaN	0
ITGA2	581158	154904	0	1	0	0	50	5	2934466	1.703888e-06	1.358581e-06	1.720702e-06	0	NaN	0
ITGA2B	500021	150817	0	0	0	0	36	2	3300219	6.060204e-07	0	0	0	NaN	0
ITGA3	528965	157249	0	0	0	0	50	6	3543697	1.693147e-06	0	0	0	NaN	0
ITGA4	512483	132124	0	1	0	0	37	2	2397997	8.340294e-07	1.551333e-06	1.951284e-06	0	NaN	0
ITGA5	506319	150549	0	1	0	0	31	1	2722813	3.672672e-07	1.522376e-06	1.975039e-06	0	NaN	0
ITGA6	552482	148204	0	0	0	0	50	0	2712160	0	0	0	0	NaN	0
ITGA7	585245	174736	0	1	0	0	50	4	4234735	9.445691e-07	1.315822e-06	1.708686e-06	0	NaN	0
ITGA8	525481	139829	0	1	1	0	50	4	3339749	1.197695e-06	3.006117e-06	1.903018e-06	7.151592e-06	NaN	7.151592e-06
ITGA9	506721	140097	0	0	0	0	50	2	3638301	5.497071e-07	0	0	0	NaN	0
ITGAD	562465	161939	0	0	0	0	50	8	3426246	2.334917e-06	0	0	0	NaN	0
ITGAE	575061	161001	0	1	0	0	50	4	2568043	1.557606e-06	1.358581e-06	1.738946e-06	0	NaN	0
ITGAL	569232	161001	0	1	2	0	50	8	3354757	2.384673e-06	4.108278e-06	1.756753e-06	1.242228e-05	NaN	1.242228e-05
ITGAM	559919	159661	0	0	0	0	50	6	3454185	1.737023e-06	0	0	0	NaN	0
ITGAV	524007	141705	0	0	1	0	50	11	3227457	3.408256e-06	1.502151e-06	0	7.056914e-06	NaN	7.056914e-06
ITGAX	563805	161805	0	1	0	0	50	3	3337203	8.989564e-07	1.378151e-06	1.773663e-06	0	NaN	0
ITGB1	437041	104252	0	0	1	0	50	6	4484176	1.338038e-06	1.847428e-06	0	9.592142e-06	NaN	9.592142e-06
ITGB1BP1	100299	25728	0	0	0	0	50	0	3456329	0	0	0	0	NaN	0
ITGB1BP2	173396	44890	0	0	0	0	50	3	2721607	1.102290e-06	0	0	0	NaN	0
ITGB1BP3	113565	30552	0	0	0	0	50	4	4207868	9.506002e-07	0	0	0	NaN	0
ITGB2	372654	103716	0	0	1	0	22	2	1828698	1.093674e-06	2.099209e-06	0	9.641714e-06	NaN	9.641714e-06
ITGB3	383240	104185	0	1	0	0	28	1	2178907	4.589457e-07	2.051598e-06	2.609331e-06	0	NaN	0
ITGB3BP	93599	20368	0	0	0	0	50	3	3375661	8.887148e-07	0	0	0	NaN	0
ITGB4	900547	263243	0	1	1	0	50	8	4089948	1.956015e-06	1.718523e-06	1.110436e-06	3.798771e-06	NaN	3.798771e-06
ITGB5	387930	105726	0	0	0	0	50	4	4312991	9.274306e-07	0	0	0	NaN	0
ITGB6	385920	101907	0	2	1	0	50	2	4730535	4.227852e-07	6.149721e-06	5.182421e-06	9.812869e-06	NaN	9.812869e-06
ITGB7	380359	112694	0	0	0	0	50	5	3707579	1.348589e-06	0	0	0	NaN	0
ITGB8	378550	96212	0	0	0	0	50	5	3379949	1.479312e-06	0	0	0	NaN	0
ITGBL1	249240	57285	0	0	0	0	50	3	4054974	7.398321e-07	0	0	0	NaN	0
ITIH1	444344	122878	0	1	2	0	50	8	3522525	2.271098e-06	5.288934e-06	2.250509e-06	1.627631e-05	NaN	1.627631e-05
ITIH2	463841	123280	0	2	0	0	17	0	1336382	0	3.406453e-06	4.311822e-06	0	NaN	0
ITIH3	438515	116044	0	0	0	0	50	10	4007605	2.495256e-06	0	0	0	NaN	0
ITIH4	451647	128640	0	1	0	0	50	6	3644197	1.646453e-06	1.723285e-06	2.214119e-06	0	NaN	0
ITIH5	470407	135809	0	0	0	0	50	2	3255195	6.144025e-07	0	0	0	NaN	0
ITIH5L	605948	196444	0	0	0	0	27	4	2584257	1.547834e-06	0	0	0	NaN	0
ITK	308602	79127	0	0	0	0	50	6	3968879	1.511762e-06	0	0	0	NaN	0
ITLN1	155105	39865	0	1	0	0	50	2	3037713	6.583900e-07	5.128994e-06	6.447245e-06	0	NaN	0
ITLN2	161068	41540	0	1	0	0	50	5	3178815	1.572913e-06	4.935639e-06	6.208558e-06	0	NaN	0
ITM2A	127836	35376	0	0	1	0	45	8	2821303	2.835569e-06	6.127000e-06	0	2.826775e-05	NaN	2.826775e-05
ITM2B	131320	33701	0	0	0	0	50	5	2979222	1.678291e-06	0	0	0	NaN	0
ITM2C	127970	37654	0	0	1	0	21	2	1332161	1.501320e-06	6.037772e-06	0	2.655760e-05	NaN	2.655760e-05
ITPA	97217	25996	0	1	0	0	50	3	3155432	9.507415e-07	8.116027e-06	1.028627e-05	0	NaN	0
ITPK1	209174	58357	0	0	0	0	50	10	4167869	2.399308e-06	0	0	0	NaN	0
ITPKA	214601	69211	0	0	0	0	8	1	588595	1.698961e-06	0	0	0	NaN	0
ITPKB	439989	135876	0	0	0	0	50	4	3701683	1.080590e-06	0	0	0	NaN	0
ITPKC	322203	95475	0	0	0	0	50	7	3923185	1.784265e-06	0	0	0	NaN	0
ITPR1	1356482	355435	0	0	1	0	50	5	3880573	1.288470e-06	5.841405e-07	0	2.813454e-06	NaN	2.813454e-06
ITPR2	1333635	340695	0	1	0	0	17	0	1490080	0	5.972538e-07	7.498304e-07	0	NaN	0
ITPR3	1301676	355368	0	4	2	0	50	4	3572641	1.119620e-06	3.620906e-06	3.072961e-06	5.627969e-06	NaN	5.627969e-06
ITPRIP	253930	77318	0	0	0	0	50	9	3842048	2.342501e-06	0	0	0	NaN	0
ITPRIPL1	266057	77653	0	0	0	0	50	7	3146588	2.224632e-06	0	0	0	NaN	0
ITPRIPL2	235304	87904	0	0	0	0	50	7	3652438	1.916528e-06	0	0	0	NaN	0
ITSN1	846545	223981	0	2	0	0	50	7	3743223	1.870046e-06	1.868240e-06	2.362544e-06	0	NaN	0
ITSN2	847885	217214	0	1	0	0	13	1	1162182	8.604504e-07	9.388799e-07	1.179405e-06	0	NaN	0
IVD	207901	58424	0	0	0	0	50	6	4208605	1.425651e-06	0	0	0	NaN	0
IVL	282271	71891	0	0	0	0	50	4	4013300	9.966860e-07	0	0	0	NaN	0
IVNS1ABP	318116	80065	0	0	0	0	50	0	3332245	0	0	0	0	NaN	0
IWS1	408365	96547	0	0	0	0	50	8	3604399	2.219510e-06	0	0	0	NaN	0
IYD	173262	39999	0	0	1	0	7	1	422234	2.368355e-06	4.689090e-06	0	2.500063e-05	NaN	2.500063e-05
IZUMO1	173329	45962	0	0	0	0	50	4	3748248	1.067165e-06	0	0	0	NaN	0
JAG1	606752	148405	0	1	0	0	50	7	3474486	2.014686e-06	1.324228e-06	1.648120e-06	0	NaN	0
JAG2	599650	167567	0	1	0	0	50	2	3796689	5.267748e-07	1.303412e-06	1.667639e-06	0	NaN	0
JAGN1	87167	24589	0	0	0	0	50	1	3116505	3.208723e-07	0	0	0	NaN	0
JAK1	572984	142777	0	3	0	0	50	2	3569224	5.603459e-07	4.191343e-06	5.235748e-06	0	NaN	0
JAK2	564073	137618	0	2	1	0	50	2	2506336	7.979776e-07	4.275386e-06	3.545640e-06	7.266491e-06	NaN	7.266491e-06
JAK3	534660	162207	0	0	0	0	31	1	1854962	5.390946e-07	0	0	0	NaN	0
JAKMIP1	419085	112962	0	2	0	0	50	5	3665771	1.363970e-06	3.759066e-06	4.772302e-06	0	NaN	0
JAKMIP2	404747	99562	0	1	0	0	12	2	1346298	1.485555e-06	1.982911e-06	2.470679e-06	0	NaN	0
JAKMIP3	417142	109277	0	2	0	0	50	9	3983753	2.259176e-06	3.799255e-06	4.794530e-06	0	NaN	0
JAM2	147199	40334	0	0	0	0	50	8	3928076	2.036620e-06	0	0	0	NaN	0
JAM3	171252	50250	0	0	0	0	50	3	3542022	8.469738e-07	0	0	0	NaN	0
JARID2	595563	170046	0	1	0	0	50	4	4017253	9.957053e-07	1.306150e-06	1.679083e-06	0	NaN	0
JAZF1	118188	32160	0	0	0	0	50	3	3696390	8.116027e-07	0	0	0	NaN	0
JDP2	82879	25058	0	0	0	0	50	8	4228906	1.891742e-06	0	0	0	NaN	0
JHDM1D	465181	118523	0	1	0	0	50	1	2427879	4.118821e-07	1.713197e-06	2.149701e-06	0	NaN	0
JKAMP	151688	41272	0	0	0	0	50	3	3924860	7.643585e-07	0	0	0	NaN	0
JMJD1C	1229986	322337	0	1	0	0	29	1	2602347	3.842685e-07	6.441958e-07	8.130174e-07	0	NaN	0
JMJD4	232490	69814	0	0	0	0	50	1	4457778	2.243270e-07	0	0	0	NaN	0
JMJD5	218085	61908	0	0	0	0	50	12	5198262	2.308464e-06	0	0	0	NaN	0
JMJD6	202474	52997	0	0	0	0	50	4	3625772	1.103213e-06	0	0	0	NaN	0
JMJD7	153698	43483	0	0	0	0	50	0	4223814	0	0	0	0	NaN	0
JMJD7-PLA2G4B	487827	142710	0	2	0	0	50	8	4458113	1.794481e-06	3.171900e-06	4.099814e-06	0	NaN	0
JMJD8	136680	43014	0	0	0	0	50	0	2990545	0	0	0	0	NaN	0
JMY	468196	136211	0	0	0	0	50	3	4466823	6.716183e-07	0	0	0	NaN	0
JOSD1	98959	25862	0	0	0	0	50	4	3314557	1.206798e-06	0	0	0	NaN	0
JOSD2	87100	30083	0	1	0	0	50	5	3612439	1.384106e-06	8.533661e-06	1.148106e-05	0	NaN	0
JPH1	313560	90048	0	0	0	0	50	3	4260463	7.041488e-07	0	0	0	NaN	0
JPH2	321399	105525	0	1	0	0	50	3	3469930	8.645708e-07	2.342337e-06	3.111397e-06	0	NaN	0
JPH3	347127	107736	0	0	0	0	50	9	3965127	2.269789e-06	0	0	0	NaN	0
JPH4	284616	97887	0	0	0	0	50	7	3686675	1.898730e-06	0	0	0	NaN	0
JRK	276174	85425	0	0	0	0	50	5	4469704	1.118642e-06	0	0	0	NaN	0
JRKL	249508	67067	0	0	0	0	50	2	3688350	5.422479e-07	0	0	0	NaN	0
JSRP1	155373	50049	0	0	0	0	50	6	3914743	1.532668e-06	0	0	0	NaN	0
JTB	72494	19363	0	0	0	0	50	1	1868496	5.351898e-07	0	0	0	NaN	0
JUB	251317	79328	0	0	0	0	50	15	7540716	1.989201e-06	0	0	0	NaN	0
JUN	152291	47905	0	0	0	0	50	6	3568152	1.681543e-06	0	0	0	NaN	0
JUNB	154904	54940	0	0	0	0	50	2	3102770	6.445853e-07	0	0	0	NaN	0
JUND	154301	55543	0	0	0	0	50	8	3920907	2.040344e-06	0	0	0	NaN	0
JUP	354229	106865	0	0	0	0	50	6	2945856	2.036759e-06	0	0	0	NaN	0
KAAG1	58625	13132	0	0	0	0	50	3	3321458	9.032178e-07	0	0	0	NaN	0
KAL1	327161	93934	0	0	0	0	50	5	2803548	1.783454e-06	0	0	0	NaN	0
KALRN	1482107	397042	0	2	0	0	1	0	410375	0	1.064312e-06	1.349430e-06	0	NaN	0
KANK1	640855	183848	0	0	0	0	1	0	229140	0	0	0	0	NaN	0
KANK2	396707	130717	0	1	0	0	23	2	1394404	1.434305e-06	1.896008e-06	2.520752e-06	0	NaN	0
KANK3	373793	129913	0	0	1	0	50	6	4004925	1.498155e-06	1.985285e-06	0	7.697459e-06	NaN	7.697459e-06
KANK4	467258	140566	0	1	0	0	50	0	4366792	0	1.645213e-06	2.140145e-06	0	NaN	0
KARS	318920	83482	0	0	0	0	50	1	2441480	4.095876e-07	0	0	0	NaN	0
KAT2A	403005	116379	0	0	0	0	44	4	2593101	1.542555e-06	0	0	0	NaN	0
KAT2B	405283	110684	0	0	0	0	50	11	4238554	2.595225e-06	0	0	0	NaN	0
KAT5	263377	76112	0	0	0	0	50	5	3757963	1.330508e-06	0	0	0	NaN	0
KATNA1	241066	63248	0	0	0	0	50	1	3647346	2.741720e-07	0	0	0	NaN	0
KATNAL1	240530	63583	0	0	0	0	50	11	4684707	2.348066e-06	0	0	0	NaN	0
KATNAL2	231418	61439	0	1	0	0	50	4	3166755	1.263123e-06	3.414636e-06	4.321185e-06	0	NaN	0
KATNB1	317379	92661	0	1	1	0	50	9	3947372	2.279998e-06	4.877573e-06	3.150807e-06	1.079203e-05	NaN	1.079203e-05
KAZ	408231	121605	0	0	0	0	50	15	7582993	1.978111e-06	0	0	0	NaN	0
KAZALD1	141638	45493	0	0	0	0	50	4	3035234	1.317856e-06	0	0	0	NaN	0
KBTBD10	290512	79931	0	0	0	0	50	5	3924592	1.274018e-06	0	0	0	NaN	0
KBTBD11	275370	100902	0	0	0	0	50	15	7562290	1.983526e-06	0	0	0	NaN	0
KBTBD12	301567	78323	0	0	1	0	50	7	4172224	1.677762e-06	2.632341e-06	0	1.276764e-05	NaN	1.276764e-05
KBTBD13	204216	72561	0	0	0	0	50	8	3747846	2.134559e-06	0	0	0	NaN	0
KBTBD2	297547	80333	0	0	0	0	0	0	80333	0	0	0	0	NaN	0
KBTBD3	296006	75241	0	0	0	0	50	3	3666709	8.181724e-07	0	0	0	NaN	0
KBTBD4	252992	73231	0	0	0	0	50	4	3374924	1.185212e-06	0	0	0	NaN	0
KBTBD5	291517	87971	0	0	0	0	50	6	4142677	1.448339e-06	0	0	0	NaN	0
KBTBD6	315235	91790	0	0	0	0	50	8	3400384	2.352675e-06	0	0	0	NaN	0
KBTBD7	320327	92728	0	1	0	0	50	8	3459009	2.312801e-06	2.420985e-06	3.121810e-06	0	NaN	0
KBTBD8	290713	75107	0	0	0	0	50	4	3395895	1.177893e-06	0	0	0	NaN	0
KCMF1	183513	51657	0	0	0	0	50	1	3294055	3.035772e-07	0	0	0	NaN	0
KCNA1	232356	66732	0	0	0	0	50	5	4194066	1.192161e-06	0	0	0	NaN	0
KCNA10	239123	70015	0	0	0	0	50	6	2954365	2.030893e-06	0	0	0	NaN	0
KCNA2	234969	66531	0	1	0	0	50	6	3053123	1.965201e-06	3.316750e-06	4.255881e-06	0	NaN	0
KCNA3	263109	84219	0	0	0	0	50	11	8714690	1.262237e-06	0	0	0	NaN	0
KCNA4	306525	87837	0	1	0	0	50	8	3225112	2.480534e-06	2.535741e-06	3.262377e-06	0	NaN	0
KCNA5	277581	92661	0	1	0	0	50	2	3962380	5.047471e-07	2.700936e-06	3.602552e-06	0	NaN	0
KCNA6	241468	78122	0	1	0	0	50	7	3961107	1.767183e-06	3.129009e-06	4.141335e-06	0	NaN	0
KCNA7	204685	71690	0	0	0	0	50	4	3084546	1.296787e-06	0	0	0	NaN	0
KCNAB1	280663	77318	0	0	0	0	50	6	3657128	1.640632e-06	0	0	0	NaN	0
KCNAB2	184049	49915	0	0	0	0	50	8	4865741	1.644148e-06	0	0	0	NaN	0
KCNAB3	197047	57620	0	0	0	0	36	3	2772929	1.081889e-06	0	0	0	NaN	0
KCNB1	402670	116111	0	1	0	0	50	4	3272079	1.222464e-06	1.927596e-06	2.483423e-06	0	NaN	0
KCNB2	428867	122677	0	2	0	0	50	11	5563010	1.977347e-06	3.626184e-06	4.663450e-06	0	NaN	0
KCNC1	278385	83817	0	1	0	0	50	3	3763323	7.971678e-07	2.760890e-06	3.592148e-06	0	NaN	0
KCNC2	306927	95676	0	1	0	0	50	6	3152015	1.903544e-06	2.483836e-06	3.258104e-06	0	NaN	0
KCNC3	344581	115709	0	0	0	0	50	11	4362973	2.521217e-06	0	0	0	NaN	0
KCNC4	322873	103247	0	1	0	0	50	3	3321860	9.031085e-07	2.346757e-06	3.097193e-06	0	NaN	0
KCND1	299423	95341	0	1	0	0	50	5	3205481	1.559828e-06	2.533159e-06	3.339757e-06	0	NaN	0
KCND2	297346	87167	0	1	0	0	50	5	4443909	1.125136e-06	2.600692e-06	3.363085e-06	0	NaN	0
KCND3	309205	91991	0	0	1	0	50	5	3179351	1.572648e-06	2.492547e-06	0	1.087063e-05	NaN	1.087063e-05
KCNE1	61037	18157	0	0	0	0	50	4	3316969	1.205920e-06	0	0	0	NaN	0
KCNE1L	64119	22110	0	0	0	0	50	4	2800198	1.428470e-06	0	0	0	NaN	0
KCNE2	60367	15209	0	0	0	0	50	5	2943176	1.698845e-06	0	0	0	NaN	0
KCNE3	48709	14807	0	0	0	0	50	4	3638703	1.099293e-06	0	0	0	NaN	0
KCNE4	79864	24053	0	1	0	0	50	13	5340369	2.434289e-06	9.623065e-06	1.252129e-05	0	NaN	0
KCNF1	229207	69278	0	1	0	0	50	5	3516696	1.421789e-06	3.350252e-06	4.362868e-06	0	NaN	0
KCNG1	235572	75978	0	0	0	0	50	4	3782150	1.057600e-06	0	0	0	NaN	0
KCNG2	206092	76112	0	0	0	0	50	9	4693417	1.917579e-06	0	0	0	NaN	0
KCNG3	202005	62310	0	0	0	0	50	2	3165348	6.318421e-07	0	0	0	NaN	0
KCNG4	239793	74973	0	0	0	0	50	5	4647656	1.075811e-06	0	0	0	NaN	0
KCNH1	472082	132928	0	2	1	0	50	15	5192232	2.888931e-06	4.958596e-06	4.236552e-06	7.522870e-06	NaN	7.522870e-06
KCNH2	595094	191821	0	0	0	0	50	2	3846068	5.200116e-07	0	0	0	NaN	0
KCNH3	499552	165356	0	3	0	0	50	3	3058751	9.807925e-07	4.511902e-06	6.005381e-06	0	NaN	0
KCNH4	473288	152626	0	0	0	0	50	10	4079295	2.451404e-06	0	0	0	NaN	0
KCNH5	481194	130047	0	1	0	0	48	3	3750928	7.998021e-07	1.636016e-06	2.078164e-06	0	NaN	0
KCNH6	470005	141638	0	2	0	0	50	2	4196478	4.765901e-07	3.269881e-06	4.255274e-06	0	NaN	0
KCNH7	587590	159527	0	3	0	0	50	9	3578202	2.515230e-06	4.015435e-06	5.105601e-06	0	NaN	0
KCNH8	533387	146797	0	2	0	0	50	8	4326726	1.848973e-06	2.940381e-06	3.749623e-06	0	NaN	0
KCNIP1	132191	29815	0	0	0	0	50	5	4108641	1.216947e-06	0	0	0	NaN	0
KCNIP2	167299	44153	0	0	0	0	50	5	4583738	1.090813e-06	0	0	0	NaN	0
KCNIP3	145725	36783	0	0	0	0	50	3	3058282	9.809429e-07	0	0	0	NaN	0
KCNIP4	148137	35376	0	0	0	0	50	1	3119721	3.205415e-07	0	0	0	NaN	0
KCNJ1	185925	51657	0	0	0	0	50	1	4251753	2.351971e-07	0	0	0	NaN	0
KCNJ10	174401	55141	0	0	0	0	50	4	2662379	1.502416e-06	0	0	0	NaN	0
KCNJ11	179292	56481	0	0	0	0	50	4	4108306	9.736373e-07	0	0	0	NaN	0
KCNJ12	202407	60099	0	0	0	0	50	8	3720041	2.150514e-06	0	0	0	NaN	0
KCNJ13	173731	45560	0	0	0	0	50	9	4001910	2.248926e-06	0	0	0	NaN	0
KCNJ14	199325	65794	0	0	0	0	50	3	3022839	9.924445e-07	0	0	0	NaN	0
KCNJ15	176880	50652	0	0	1	0	50	10	3737662	2.675469e-06	4.394986e-06	0	1.974256e-05	NaN	1.974256e-05
KCNJ16	198722	54739	0	1	0	0	50	9	4898772	1.837195e-06	3.945380e-06	5.032155e-06	0	NaN	0
KCNJ2	202072	56012	0	0	0	0	50	6	3343836	1.794346e-06	0	0	0	NaN	0
KCNJ3	236912	67402	0	2	0	0	50	4	3999833	1.000042e-06	6.572159e-06	8.441953e-06	0	NaN	0
KCNJ4	207030	62712	0	0	0	0	50	8	3777393	2.117863e-06	0	0	0	NaN	0
KCNJ5	198588	56280	0	0	0	0	50	1	3656659	2.734737e-07	0	0	0	NaN	0
KCNJ6	202139	55945	0	0	0	0	50	5	3874476	1.290497e-06	0	0	0	NaN	0
KCNJ8	199593	58290	0	0	0	0	50	6	4076749	1.471761e-06	0	0	0	NaN	0
KCNJ9	181235	57151	0	0	0	0	50	5	2916443	1.714417e-06	0	0	0	NaN	0
KCNK1	157517	47302	0	0	0	0	50	3	3776723	7.943394e-07	0	0	0	NaN	0
KCNK10	273561	77988	0	1	1	0	50	12	3575388	3.356279e-06	5.689107e-06	3.655492e-06	1.282249e-05	NaN	1.282249e-05
KCNK12	192223	68474	0	0	0	0	50	6	3525071	1.702093e-06	0	0	0	NaN	0
KCNK13	189878	57553	0	2	0	0	50	1	3274759	3.053660e-07	8.083062e-06	1.053308e-05	0	NaN	0
KCNK15	147735	53064	0	2	2	0	19	4	1093373	3.658404e-06	1.992042e-05	1.353775e-05	3.769034e-05	NaN	3.769034e-05
KCNK16	205958	62779	0	1	0	0	50	5	3569626	1.400707e-06	3.721110e-06	4.855359e-06	0	NaN	0
KCNK17	177148	53801	0	0	1	0	42	7	2660369	2.631214e-06	4.329960e-06	0	1.858702e-05	NaN	1.858702e-05
KCNK18	182441	51121	0	0	0	0	50	4	3743424	1.068540e-06	0	0	0	NaN	0
KCNK2	209844	60903	0	0	0	0	50	11	3125617	3.519305e-06	0	0	0	NaN	0
KCNK3	180297	58692	0	0	0	0	50	4	3912733	1.022303e-06	0	0	0	NaN	0
KCNK4	179962	62444	0	0	0	0	50	4	4177182	9.575834e-07	0	0	0	NaN	0
KCNK5	234634	70082	0	2	0	0	50	2	2859962	6.993100e-07	6.563489e-06	8.523914e-06	0	NaN	0
KCNK6	139628	51322	0	0	0	0	50	0	4277548	0	0	0	0	NaN	0
KCNK7	152157	55476	0	0	0	0	50	4	3533245	1.132104e-06	0	0	0	NaN	0
KCNK9	176344	51389	0	0	1	0	50	6	3742888	1.603040e-06	4.391107e-06	0	1.945942e-05	NaN	1.945942e-05
KCNMA1	631877	169912	0	0	1	0	50	2	3415057	5.856418e-07	1.247211e-06	0	5.885400e-06	NaN	5.885400e-06
KCNMB1	91321	26867	0	0	0	0	50	5	4268704	1.171316e-06	0	0	0	NaN	0
KCNMB2	114905	30619	0	1	0	0	50	11	5735803	1.917779e-06	6.871719e-06	8.702841e-06	0	NaN	0
KCNMB3	166227	44220	0	1	0	0	50	5	5075049	9.852122e-07	4.751790e-06	6.015870e-06	0	NaN	0
KCNMB4	100969	27872	0	1	0	0	50	4	3518170	1.136955e-06	7.761504e-06	9.904030e-06	0	NaN	0
KCNN1	254868	80400	0	0	0	0	50	3	2709748	1.107114e-06	0	0	0	NaN	0
KCNN2	275370	79998	0	0	1	0	26	1	2213278	4.518185e-07	2.813984e-06	0	1.250031e-05	NaN	1.250031e-05
KCNN3	348735	102309	0	0	0	0	50	8	4585212	1.744739e-06	0	0	0	NaN	0
KCNN4	199593	64923	0	0	0	0	50	1	4765107	2.098589e-07	0	0	0	NaN	0
KCNQ1	321600	100098	0	0	0	0	14	1	1419328	7.045588e-07	0	0	0	NaN	0
KCNQ2	423172	128975	0	0	0	0	50	7	4251016	1.646665e-06	0	0	0	NaN	0
KCNQ3	413122	124553	0	0	0	0	18	2	1487065	1.344931e-06	0	0	0	NaN	0
KCNQ4	327362	103180	0	1	0	0	50	2	3203136	6.243881e-07	2.322654e-06	3.054722e-06	0	NaN	0
KCNQ5	452049	133263	0	0	0	0	50	4	3480918	1.149122e-06	0	0	0	NaN	0
KCNRG	144787	41138	0	0	0	0	50	5	3332714	1.500279e-06	0	0	0	NaN	0
KCNS1	240061	80132	0	0	0	0	50	2	4074672	4.908371e-07	0	0	0	NaN	0
KCNS2	223512	65526	0	0	0	0	50	10	3046289	3.282683e-06	0	0	0	NaN	0
KCNS3	233093	64387	0	1	0	0	50	1	3876888	2.579388e-07	3.361571e-06	4.290133e-06	0	NaN	0
KCNT1	598578	171252	0	0	0	0	32	1	2444562	4.090712e-07	0	0	0	NaN	0
KCNT2	562733	144385	0	3	0	0	50	13	4817099	2.698720e-06	4.242573e-06	5.331125e-06	0	NaN	0
KCNU1	562465	152291	0	0	0	0	50	3	3818062	7.857389e-07	0	0	0	NaN	0
KCNV1	233093	70618	0	0	0	0	14	0	1170289	0	0	0	0	NaN	0
KCNV2	253796	76648	0	2	1	0	50	10	3708450	2.696544e-06	9.078694e-06	7.880345e-06	1.304665e-05	NaN	1.304665e-05
KCP	787585	226460	0	0	0	0	27	4	2614273	1.530062e-06	0	0	0	NaN	0
KCTD1	403742	121672	0	0	0	0	50	7	3633678	1.926423e-06	0	0	0	NaN	0
KCTD10	152090	42478	0	0	0	0	50	5	3482995	1.435546e-06	0	0	0	NaN	0
KCTD11	103448	37051	0	0	0	0	50	4	2819628	1.418627e-06	0	0	0	NaN	0
KCTD12	146529	50049	0	0	0	0	50	4	2925823	1.367137e-06	0	0	0	NaN	0
KCTD13	153765	49245	0	0	0	0	50	0	4229576	0	0	0	0	NaN	0
KCTD14	120667	34907	0	0	0	0	50	4	5012002	7.980843e-07	0	0	0	NaN	0
KCTD15	136010	42076	0	0	1	0	34	4	1972614	2.027766e-06	5.615265e-06	0	2.376652e-05	NaN	2.376652e-05
KCTD16	203345	56146	0	0	0	0	50	2	3018149	6.626578e-07	0	0	0	NaN	0
KCTD17	144921	40602	0	0	0	0	50	5	3324406	1.504028e-06	0	0	0	NaN	0
KCTD18	202206	60099	0	0	0	0	50	2	3172182	6.304808e-07	0	0	0	NaN	0
KCTD19	445885	126362	0	0	2	0	50	8	3644130	2.195311e-06	3.494994e-06	0	1.582754e-05	NaN	1.582754e-05
KCTD2	125223	38391	0	0	0	0	50	6	3658066	1.640211e-06	0	0	0	NaN	0
KCTD20	205623	53265	0	0	0	0	50	4	3428926	1.166546e-06	0	0	0	NaN	0
KCTD21	123146	35041	0	0	0	0	50	4	3814243	1.048701e-06	0	0	0	NaN	0
